ils_sequencing	WGS100_S57
ils_sequencing	WGS101_S58
ils_sequencing	WGS102_S59
ils_sequencing	WGS103_S60
ils_sequencing	WGS104_S61
ils_sequencing	WGS105_S62
ils_sequencing	WGS106_S63
ils_sequencing	WGS107_S64
ils_sequencing	WGS108_S65
ils_sequencing	WGS109_S66
ils_sequencing	WGS10_S8
ils_sequencing	WGS110_S67
ils_sequencing	WGS111_S68
ils_sequencing	WGS112_S69
ils_sequencing	WGS113_S70
ils_sequencing	WGS114_S71
ils_sequencing	WGS115_S72
ils_sequencing	WGS116_S73
ils_sequencing	WGS117_S74
ils_sequencing	WGS118_S75
ils_sequencing	WGS119_S76
ils_sequencing	WGS11_S2
ils_sequencing	WGS120_S77
ils_sequencing	WGS121_S78
ils_sequencing	WGS122_S79
ils_sequencing	WGS123_S80
ils_sequencing	WGS124_S81
ils_sequencing	WGS125_S82
ils_sequencing	WGS126_S83
ils_sequencing	WGS127_S84
ils_sequencing	WGS128_S85
ils_sequencing	WGS129_S86
ils_sequencing	WGS13_S9
ils_sequencing	WGS14_S10
ils_sequencing	WGS16_S11
ils_sequencing	WGS17_S12
ils_sequencing	WGS19_S13
ils_sequencing	WGS20_S14
ils_sequencing	WGS21_S15
ils_sequencing	WGS22_S16
ils_sequencing	WGS23_S17
ils_sequencing	WGS24_S18
ils_sequencing	WGS25_S19
ils_sequencing	WGS26_S20
ils_sequencing	WGS27_S21
ils_sequencing	WGS28_S22
ils_sequencing	WGS29_S23
ils_sequencing	WGS30_S24
ils_sequencing	WGS31_S25
ils_sequencing	WGS32_S26
ils_sequencing	WGS33_S27
ils_sequencing	WGS34_S28
ils_sequencing	WGS35_S29
ils_sequencing	WGS36_S30
ils_sequencing	WGS37_S31
ils_sequencing	WGS38_S32
ils_sequencing	WGS39_S33
ils_sequencing	WGS40_S34
ils_sequencing	WGS42_S35
ils_sequencing	WGS43_S36
ils_sequencing	WGS44_S1
ils_sequencing	WGS45_S2
ils_sequencing	WGS46_S3
ils_sequencing	WGS47_S4
ils_sequencing	WGS48_S5
ils_sequencing	WGS49_S6
ils_sequencing	WGS4_S3
ils_sequencing	WGS50_S7
ils_sequencing	WGS51_S8
ils_sequencing	WGS52_S9
ils_sequencing	WGS53_S10
ils_sequencing	WGS54_S11
ils_sequencing	WGS55_S12
ils_sequencing	WGS56_S13
ils_sequencing	WGS57_S14
ils_sequencing	WGS58_S15
ils_sequencing	WGS59_S16
ils_sequencing	WGS5_S4
ils_sequencing	WGS60_S17
ils_sequencing	WGS61_S18
ils_sequencing	WGS62_S19
ils_sequencing	WGS63_S20
ils_sequencing	WGS64_S21
ils_sequencing	WGS65_S22
ils_sequencing	WGS66_S23
ils_sequencing	WGS67_S24
ils_sequencing	WGS68_S25
ils_sequencing	WGS69_S26
ils_sequencing	WGS6_S1
ils_sequencing	WGS70_S27
ils_sequencing	WGS71_S28
ils_sequencing	WGS72_S29
ils_sequencing	WGS73_S30
ils_sequencing	WGS74_S31
ils_sequencing	WGS75_S32
ils_sequencing	WGS76_S33
ils_sequencing	WGS77_S34
ils_sequencing	WGS78_S35
ils_sequencing	WGS79_S36
ils_sequencing	WGS7_S5
ils_sequencing	WGS80_S37
ils_sequencing	WGS81_S38
ils_sequencing	WGS82_S39
ils_sequencing	WGS83_S40
ils_sequencing	WGS84_S41
ils_sequencing	WGS85_S42
ils_sequencing	WGS86_S43
ils_sequencing	WGS87_S44
ils_sequencing	WGS88_S45
ils_sequencing	WGS89_S46
ils_sequencing	WGS8_S6
ils_sequencing	WGS90_S47
ils_sequencing	WGS91_S48
ils_sequencing	WGS92_S49
ils_sequencing	WGS93_S50
ils_sequencing	WGS94_S51
ils_sequencing	WGS95_S52
ils_sequencing	WGS96_S53
ils_sequencing	WGS97_S54
ils_sequencing	WGS98_S55
ils_sequencing	WGS99_S56
ils_sequencing	WGS9_S7
